,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
f__75,-6.215526786199528,8.798989415045982,0.6087663895973344,-24.649950405974955,1.0716189220582761,1.7821488286683813,1.581913965917224
f__76,-16.184812538132203,20.842430875371534,1.5720152821587878,-58.95986609841703,1.228016078850005,1.5310971658886687,1.7886202576081203
f__77,-141.8971487230295,187.5211816660159,14.787990054390411,-495.9019524869289,1.7412270113837378,1.5236506154895497,1.8168899849079934
f__78,-62.69148041113863,82.1852012186993,6.85312606517204,-206.49607058141444,1.473327544152262,1.4532102749500835,1.9240725611335137
f__79,-22.894845316876513,31.29988702566683,2.0786096450271727,-88.49714483483224,0.6101796715775778,1.9898679150811984,1.489978441429687
f__80,-13.942651288656782,19.661622871068033,1.4580082255249636,-55.004863346194455,1.2664778710591793,1.6985531075423053,1.6638909732947305
f__81,-28.235211159439576,35.64540112106632,2.8333599289844154,-99.23637093997706,1.1328801360082936,1.3905545271388537,1.9947344645451106
f__82,-8.312780749129812,13.905586264817911,0.9643018102737033,-34.35041101909574,2.521516075141651,2.2851815739817276,1.4122577774268987
f__83,14.713564372530215,23.600679861142883,1.4968929680184073,-2.5487422323684066,64.61375283637581,2.2053125025106906,1.4187604441922381
f__84,-15.52213636349657,20.556427752061683,1.530622755190533,-57.44715778107694,0.9454159799343308,1.621425993771629,1.7096662389130384
f__85,-16.05212732728738,29.648656910210118,2.0404452287888377,-71.39396202782227,2.410164472532258,2.613098549872215,1.3387450697109677
f__86,-8.773070736775884,11.85161893228105,0.8320571598745621,-33.58839093402505,1.2977221662237828,1.7216731849653462,1.6346836457048857
f__87,-26.728046174903955,40.23710767442543,3.105782042785317,-98.13224666153802,0.7951005075955546,1.9494796149123848,1.5325781402015028
f__88,-15.001534253960388,22.736025852361678,1.6293186767216423,-62.358502783586495,1.944495962326182,1.96085533872687,1.5242026846874412
f__89,-35.46772646975041,46.83239283206129,3.726625513258609,-128.3084518023927,1.3002511348868004,1.4969790562641838,1.8654542074783032
f__90,9.645316318643932,16.27646024061334,1.0062868555809923,-3.252597364978776,42.88415780817777,2.322016449828921,1.3932225342195417
f__91,6.487378342822703,10.770747750350754,0.7284394926420028,-3.341539617957807,28.02446626909805,1.920345508670035,1.536126541240562
f__92,16.67478068855722,26.704818576280505,1.960886092931742,-3.3159589214453846,69.90313680873228,2.140157749059678,1.4670365318694922
f__93,23.71698032555383,39.372348245765956,2.870065669903302,-4.411177584401971,104.59246774781101,2.0865692685342885,1.4717036488596318
f__94,21.356251652456102,28.47504480403855,2.233091057411049,-1.715084439772794,80.64561920460258,1.4633732588229134,1.8872243039399372
f__95,-27.365120997586224,37.47974713893908,2.7450812886561438,-100.44891886228046,1.0369486772257785,1.7138116382634385,1.6472701872069153
f__96,-70.53150415825304,111.630678040877,8.439644718548873,-265.5070259807724,1.6318627019789633,2.090791210915481,1.4765658588693706
f__97,-36.33262419070517,54.559216957728864,3.6870888102358728,-151.6728237598107,1.1956947764382175,2.078848937892464,1.4841118234216044
f__98,-25.994485992500195,37.99735488843576,3.0262331585292523,-89.30404588259997,0.790533259962659,1.7492131130464479,1.627131434584493
f__99,20.867414346929806,29.424948487495723,2.2301806985113846,-2.2039582531444153,78.3836804612496,1.6681296463252153,1.6920051593876677
probs__0,0.20030384815902047,0.22862042242923486,0.020228892357545467,2.220446049250313e-16,0.5371307132468043,1.564349228053876,1.8197060901339412
probs__1,0.7389050698229983,0.3032119473094387,0.028937824094065905,0.165021759589975,0.9999999999999998,1.306075582784575,2.378878554240807
probs__2,0.18858582626812023,0.2292434947644764,0.02186081220313253,2.220446049250313e-16,0.543948355469146,1.3134981905077057,2.228382496744972
probs__3,0.1960450976771681,0.24306253335614705,0.022926907105600296,2.220446049250313e-16,0.5948185065206332,1.3777495372439315,2.1576879143827115
probs__4,0.7090523746356237,0.28582486843341315,0.02502015754778774,0.17377420320291445,0.9999999999999998,1.2844555188635416,2.2913297795226444
probs__5,0.19336248749470622,0.2295711690059104,0.0202646241928092,2.220446049250313e-16,0.5719551094756978,1.7006769647973745,1.756890317751482
probs__6,0.1339074991549932,0.19525143858872365,0.017579420814108,2.220446049250313e-16,0.5168718156973409,1.8531873080201435,1.6653047334164408
probs__7,0.20385645361355492,0.23508110861110182,0.022376219189304478,2.220446049250313e-16,0.5627284197206096,1.3199378749293216,2.277516470837454
probs__8,0.7681978303206167,0.2754165938009585,0.026947570640112144,0.31665146243558057,0.9999999999999998,1.26635579874767,2.41907857216303
probs__9,0.7177307028446351,0.25427692009118036,0.02143309352479965,0.35196628923258444,0.9999999999999998,1.2718727294626049,2.2547119933289737
probs__10,0.7042415920531558,0.309912070562615,0.027710814508566585,0.11718935489703253,0.9999999999999998,1.5044566908686279,1.9521775590897232
probs__11,0.782250319175825,0.25535913135203014,0.024657708563351165,0.3875875140096768,0.9999999999999998,1.295370431854568,2.3127358759949233
probs__12,0.7669493023138131,0.27250768829126637,0.02663502053437458,0.3463121754022487,0.9999999999999998,1.2397553804957995,2.5367408293463107
probs__13,0.6932867067177398,0.31998847758425364,0.02909846030913702,0.169386276493149,0.9999999999999998,1.2814030349787158,2.342195642562191
probs__14,0.16343643519843723,0.2095288319329976,0.01910782309375042,2.220446049250313e-16,0.5191454351711121,1.4773075578989403,1.9619715465238539
probs__15,0.20754790294948366,0.25204622994118275,0.023905166316166727,2.220446049250313e-16,0.6196306213523199,1.3446707898543575,2.2306101191017684
probs__16,0.746260829813263,0.264910465381693,0.02475938438023523,0.34158098013386373,0.9999999999999998,1.2247708113384919,2.5839180217576274
probs__17,0.23384290023805565,0.2557825929634065,0.02441334895456787,2.220446049250313e-16,0.6031623718084502,1.2217535334995784,2.644595620623344
probs__18,0.7946894727777872,0.2477413354073334,0.02392364404431896,0.4162300611346902,0.9999999999999998,1.3106009193580295,2.2527088441253604
probs__19,0.19628378819512954,0.2335480264649966,0.022915254661635274,2.220446049250313e-16,0.5332112957864535,1.2796264960961232,2.4016744892133897
probs__20,0.15687860008803245,0.2022293894400678,0.018664091058971446,2.220446049250313e-16,0.5126290364048744,1.4332247352485052,1.9914796243264827
probs__21,0.16045854931062806,0.20845402263948162,0.01967411470009446,2.220446049250313e-16,0.5224947794628609,1.528676151766698,1.9410627442894621
probs__22,0.771835857644195,0.252432348479785,0.023948588471558133,0.36708021075293534,0.9999999999999998,1.1475312327377751,3.0351912583444305
probs__23,0.18160198483396717,0.22935220216350027,0.02183565869956041,2.220446049250313e-16,0.5648135614055106,1.4193568502141563,2.0818745720236294
probs__24,0.1539008441152072,0.20970728427115953,0.019954256527676052,2.220446049250313e-16,0.5139027368205936,1.71168603349974,1.7921745322971037
probs__25,0.20923941798136472,0.24818012655504032,0.023431538829513435,2.220446049250313e-16,0.5866650968669417,1.3251888014160655,2.2666503522371135
probs__26,0.16863857848850483,0.22587659205880448,0.021000586384928185,2.220446049250313e-16,0.5481884306818968,1.5817284955559607,1.874909804232511
probs__27,0.1624401446002458,0.21574177556375077,0.020395814914693985,2.220446049250313e-16,0.5230372778024209,1.5652659145714098,1.8977219951155249
probs__28,0.2162354330122208,0.2536276807070024,0.024936912257984147,2.220446049250313e-16,0.5787458010717722,1.2778738742424804,2.4315887296695426
probs__29,0.18153361064320198,0.22073089196828408,0.021280132965757304,2.220446049250313e-16,0.5232617501687385,1.3445678958388227,2.228001764571911
probs__30,0.19378023107546494,0.22329867457330568,0.02048639681070917,2.220446049250313e-16,0.5428369804503436,1.3666962324610732,2.1073556516366034
probs__31,0.7511081742043266,0.2803182369980639,0.026408913754114353,0.2903917140961966,0.9999999999999998,1.2981404039608866,2.338452113983384
probs__32,0.2288933939469053,0.23896651369644448,0.02214926521308739,2.220446049250313e-16,0.569888843982109,1.1983505705723332,2.656468515359973
probs__33,0.1610526926215838,0.2220989905918578,0.020705123979946678,2.220446049250313e-16,0.5368701727991507,1.8559274349569448,1.678841244362868
probs__34,0.1886358799693002,0.22835905140469812,0.022229168038653616,2.220446049250313e-16,0.5363699979993726,1.3566613565519785,2.264951469060844
probs__35,0.7766225774263733,0.2715549979114791,0.02651338175699792,0.3329005040043392,0.9999999999999998,1.3183742276848607,2.2759677332776596
probs__36,0.19229599471974546,0.22515812338866928,0.02106412912269176,2.220446049250313e-16,0.5470383014561382,1.3666415944034125,2.1884466322075173
probs__37,0.25035997446719865,0.2535704813321348,0.022230667725447305,2.220446049250313e-16,0.6094915284654353,1.3398610367900694,2.1290288978395018
probs__38,0.16623564016151132,0.22180312486679546,0.020516885723979427,2.220446049250313e-16,0.5617613917535633,1.6222265030855028,1.8053108563208873
probs__39,0.12917137905745274,0.20005780097271247,0.017929331801260474,2.220446049250313e-16,0.519320793866222,2.2770944549901753,1.5405628656635535
probs__40,0.1831692170488546,0.2348333339495691,0.02142584977114835,2.220446049250313e-16,0.5652147241993422,1.7766408814588552,1.7267726067754656
probs__41,0.19220519880878462,0.21951699496659013,0.0208426806177196,2.220446049250313e-16,0.5276597575304677,1.2035545482229515,2.707441653087226
probs__42,0.19102703322710915,0.2279207665767583,0.02220204498579245,2.220446049250313e-16,0.5248963836337519,1.279424916507403,2.348115947724354
probs__43,0.7270057760713132,0.24275233011502953,0.01763006360314274,0.3724543209193362,0.9999999999999998,1.9159614357014425,1.5210251741793828
probs__44,0.21423565512314585,0.23053030652807743,0.021816743046584285,2.220446049250313e-16,0.5467928465573051,1.191048453138432,2.7634915785065286
probs__45,0.20677496801201856,0.2513028396823551,0.02423396552415258,2.220446049250313e-16,0.6156637500262833,1.3917898962189197,2.180073842149297
probs__46,0.22782613775431634,0.23031136911571984,0.018742853143088486,2.220446049250313e-16,0.5644829619004731,1.4228496890705484,1.940203461322918
probs__47,0.762928677421528,0.2484536589069394,0.021761122909842334,0.39109150993591046,0.9999999999999998,1.5526295959395726,1.8356989745527608
probs__48,0.20936991373555916,0.2500903977564466,0.024222782343800577,2.220446049250313e-16,0.6130501257585093,1.2944312746373157,2.361031087435872
probs__49,0.8027501689130896,0.23812440779981514,0.023042287182536533,0.4447579257090579,0.9999999999999998,1.3004986958198046,2.293042958546529
probs__50,0.732327206591188,0.2918608214016459,0.02835173485228673,0.23835994306438096,0.9999999999999998,1.1396288553480236,3.28698375584925
probs__51,0.15730577389242265,0.20358467120563045,0.019174595308896966,2.220446049250313e-16,0.5072591795645599,1.4607077551925067,1.986629571779568
probs__52,0.2124071436486096,0.23272433893272038,0.022105394640719717,2.220446049250313e-16,0.5447564333490302,1.2286730696919843,2.569258836869629
probs__53,0.7940652296111382,0.24353288305132587,0.02316293050201689,0.4304894741414592,0.9999999999999998,1.3502775135425522,2.1881944038838133
probs__54,0.1478661863358187,0.22352001676192468,0.02062432203330766,2.220446049250313e-16,0.5542174581081669,2.373178803583358,1.552999337974366
probs__55,0.21054188871396068,0.24513715262495117,0.023702700171130044,2.220446049250313e-16,0.5726116242229257,1.2421512782924855,2.5149094636168834
probs__56,0.18499572401176365,0.22213388480698712,0.020913897447838087,2.220446049250313e-16,0.5537142341468303,1.3476344643286005,2.2644184034880785
probs__57,0.7919039212876047,0.2405080675587081,0.023593166747556748,0.4453250682301105,0.9999999999999998,1.2194152897875377,2.6005330670854097
probs__58,0.7734282052342302,0.27293063135392404,0.026425939191542246,0.3290247467043152,0.9999999999999998,1.3089345174232623,2.329767241800912
probs__59,0.16605740151167017,0.22408568120587857,0.02107114002052769,2.220446049250313e-16,0.5586769544880288,1.6103187010654707,1.8527218237857088
probs__60,0.18771809582626972,0.22732528883133976,0.02215287530933581,2.220446049250313e-16,0.5312007432407256,1.336164322859937,2.2877246892049956
probs__61,0.2402320745277466,0.2626991197171897,0.024878203228041403,2.220446049250313e-16,0.6673350719776687,1.2319617326428336,2.584077163313925
probs__62,0.19620101906995052,0.23469725842527558,0.021964949362248305,2.220446049250313e-16,0.5488795332086028,1.3825133342876068,2.108425266408358
probs__63,0.22401200147382835,0.2283935353051637,0.019047554362184305,2.220446049250313e-16,0.5409217050048244,1.6267885710595689,1.7115910234345622
probs__64,0.22454776486817637,0.2506008123628499,0.02329785683384294,2.220446049250313e-16,0.6472822171195793,1.2456511442863134,2.449878711824278
probs__65,0.18803472937800594,0.2315967277939314,0.021983806019427836,2.220446049250313e-16,0.5531061032914174,1.3538434734992457,2.1890717252098795
probs__66,0.20437977864236126,0.24381049252178424,0.023798933441620575,2.220446049250313e-16,0.5494573122546306,1.3006246416690905,2.329482772288804
probs__67,0.14893312202455844,0.2005533263742649,0.018740004466648308,2.220446049250313e-16,0.508633918711901,1.6037924852557344,1.8573084807314237
probs__68,0.1699442084160329,0.22331774713337588,0.01977975731046057,2.220446049250313e-16,0.5660626104689452,1.9181418539768154,1.6358419478129118
probs__69,0.7563217738392148,0.2809478930440647,0.025387683782325948,0.21125918301466895,0.9999999999999998,1.6202639063951616,1.842800377173348
probs__70,0.218311118649669,0.25531987097168807,0.023641320238786435,2.220446049250313e-16,0.6466995670831426,1.317879406775359,2.261797610289472
probs__71,0.19379199115394946,0.23258153188939126,0.022069513091297552,2.220446049250313e-16,0.5428961302692349,1.3786720175126774,2.0943726491652788
probs__72,0.7981289188570252,0.23907979094619053,0.022498410969009633,0.4122595733381177,0.9999999999999998,1.3884620272780714,2.1373835719962884
probs__73,0.15986105222475305,0.22300407233466338,0.02072838629246655,2.220446049250313e-16,0.5541631579527863,1.9565893645155255,1.6692079182933803
probs__74,0.7405418385873505,0.29253791311106486,0.028279050551495526,0.21235170103668657,0.9999999999999998,1.2505423548165155,2.565796959103445
probs__75,0.21939483060241632,0.22335059948286862,0.020219564557285723,2.2204460493332273e-16,0.5312180834799161,1.2623074442574136,2.3335493160403225
probs__76,0.1983681288734666,0.2359049242636694,0.02264403320773261,2.220446049250313e-16,0.5585700140504632,1.369348315553436,2.242541499946412
probs__77,0.13729748743370046,0.20044858831487555,0.01810902661899188,2.220446049250313e-16,0.5163303248364788,1.8423432365243462,1.662772874396746
probs__78,0.22913109554564087,0.26061572144473044,0.025338099662920804,2.220446049250313e-16,0.6342302943239438,1.1958148244264442,2.772224024757179
probs__79,0.15514196404333253,0.21132203643025493,0.019419207467950138,2.220446049250313e-16,0.5119206714730438,1.8514674317940565,1.6660884594084708
probs__80,0.218716538814525,0.24495371687251982,0.023214414481036005,2.220446049250313e-16,0.6024003240715011,1.2540541251999238,2.476019303471856
probs__81,0.20003347769479987,0.2347994959228687,0.022643279766159298,2.220446049250313e-16,0.5595195239957794,1.2541513634935657,2.4782152447885233
probs__82,0.2391552740788391,0.24109131493555092,0.021542298907443393,2.220446049250313e-16,0.5839845856003427,1.2972330835401067,2.2787586012762766
probs__83,0.7547675740983283,0.2764308319309056,0.025285832261914064,0.3322325801543084,0.9999999999999998,1.486405226100058,1.9544991515693058
probs__84,0.20056058631226617,0.23448779765002595,0.022656160767100544,2.220446049250313e-16,0.5511196788132536,1.302498117790718,2.3503385378516866
probs__85,0.24208948796921742,0.25912709172172615,0.022926297281537007,2.220446049250313e-16,0.6368590847902279,1.327091665138957,2.1880000328606957
probs__86,0.19870300460623982,0.22403856570798197,0.020709946142862087,2.220446049250313e-16,0.5334481039140269,1.4356189332497873,2.026185820625449
probs__87,0.1798959256106574,0.2174861871593481,0.02091069393939552,2.220446049250313e-16,0.5280892331038944,1.3513680385608315,2.246530735847245
probs__88,0.20471395514702972,0.2359557152196813,0.022209796858800278,2.220446049250313e-16,0.5717068742652506,1.364583414044738,2.192713364509346
probs__89,0.2084907092914523,0.23980230403058694,0.023130733257964407,2.220446049250313e-16,0.5688089566372901,1.2144714485587507,2.672595667191101
probs__90,0.7473356767278632,0.28278749547873666,0.025424127596858442,0.18958108461360904,0.9999999999999998,1.608217402119104,1.8302019072180118
probs__91,0.6864096448692754,0.3005788163556004,0.02772521498615581,0.18269868108989645,0.9999999999999998,1.1851173292891763,2.705565381459181
probs__92,0.7485668965556214,0.2868440024492392,0.026934696389001388,0.26777337498059434,0.9999999999999998,1.3984952704587892,2.1264592810899017
probs__93,0.715849742317998,0.3099242340045194,0.029444253052468457,0.20807931749858022,0.9999999999999998,1.1960083811789588,2.7872525426364776
probs__94,0.7466554798793893,0.2782960550595803,0.027182181330602746,0.3045405171512826,0.9999999999999998,1.1521965584578595,3.2012791369172717
probs__95,0.16324750531430643,0.2099361808433008,0.019264173711601076,2.220446049250313e-16,0.5166606399648783,1.5174434285184788,1.9145844205465667
probs__96,0.16815729928739898,0.24601180265542144,0.023508504076976175,2.220446049250313e-16,0.6173653929928126,2.1080046909562404,1.637475502567171
probs__97,0.15501442067544863,0.2141004020415117,0.0194256349471795,2.220446049250313e-16,0.5412389941980867,1.8103946330298055,1.6977618645701817
probs__98,0.2087818497886156,0.2326485375636073,0.022663248497161732,2.220446049250313e-16,0.5422384668592743,1.1675894171147265,2.940324141725733
probs__99,0.7676907522433801,0.2632023718703338,0.025203845986172917,0.36489267060188535,0.9999999999999998,1.219900756230909,2.5737951975531215
